[2026-03-10T11:53:57.237Z] === Homepage AI Extractor: Promo Code ===
[2026-03-10T11:53:57.237Z] Started at: 2026-03-10T11:53:57.237Z
[2026-03-10T11:53:57.237Z] Log directory: E:\code\The Wall\mono\packages\scrapper\logs\homepage_ai_extractor\1773143637237_Promo_Code
[2026-03-10T11:53:57.237Z] Company: Promo Code
[2026-03-10T11:53:57.237Z] Website: promocode.co.il
[2026-03-10T11:53:57.237Z] cbRank: 495079
[2026-03-10T11:53:57.238Z] Reasons: h
[2026-03-10T11:53:57.238Z] Fetching: https://promocode.co.il
[2026-03-10T11:54:39.649Z] Redirected: https://promocode.co.il -> https://promocode.co.il/
[2026-03-10T11:54:39.671Z] Saved HTML (639929 bytes) to page.html
[2026-03-10T11:54:39.685Z] Extracted 821 unique links from page
[2026-03-10T11:54:39.686Z] Saved 821 links to links.json
[2026-03-10T11:54:39.690Z] No footer section found in DOM
[2026-03-10T11:54:39.690Z] Extracted header HTML (8388 chars)
[2026-03-10T11:54:39.694Z] Website (post-redirect): https://promocode.co.il/ → origin: https://promocode.co.il
[2026-03-10T11:54:39.695Z]   SUBDOMAIN: ru.promocode.co.il (added to ws)
[2026-03-10T11:54:39.695Z] Website subdomains found: 1
[2026-03-10T11:54:39.697Z] External links: 448 (of 821 total)
[2026-03-10T11:54:39.697Z] ── All external links ──
[2026-03-10T11:54:39.697Z]   EXT: http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fpromocode.co.il%2Fcoupon%2F10-off-giv-ol%2F&title=%D7%A7%D7%95%D7%A4%D7%95%D7%9F%2010%25%20%D7%94%D7%A0%D7%97%D7%94%20%26%238211%3B%20Giv-ol%20%D7%92%D7%91%D7%A2%D7%95%D7%9C%20%D7%94%D7%95%D7%A6%D7%90%D7%94%20%D7%9C%D7%90%D7%95%D7%A8&source=%D7%A4%D7%A8%D7%95%D7%9E%D7%95%20%D7%A7%D7%95%D7%93%20Promo%20Code
[2026-03-10T11:54:39.697Z]   EXT: http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fpromocode.co.il%2Fcoupon%2F10-off-golf-kids%2F&title=%D7%A7%D7%95%D7%A4%D7%95%D7%9F%2010%25%20%D7%94%D7%A0%D7%97%D7%94%20%26%238211%3B%20Golf%20Kids%20%D7%92%D7%95%D7%9C%D7%A3%20%D7%A7%D7%99%D7%93%D7%A1&source=%D7%A4%D7%A8%D7%95%D7%9E%D7%95%20%D7%A7%D7%95%D7%93%20Promo%20Code
[2026-03-10T11:54:39.698Z]   EXT: http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fpromocode.co.il%2Fcoupon%2F10-off-house-brands-iherb%2F&title=%D7%A7%D7%95%D7%A4%D7%95%D7%9F%2010%25%20%D7%94%D7%A0%D7%97%D7%94%20%D7%A2%D7%9C%20%D7%9E%D7%95%D7%AA%D7%92%D7%99%20%D7%94%D7%91%D7%99%D7%AA%20%26%238211%3B%20iHerb%20%D7%90%D7%99%D7%99%D7%94%D7%A8%D7%91&source=%D7%A4%D7%A8%D7%95%D7%9E%D7%95%20%D7%A7%D7%95%D7%93%20Promo%20Code
[2026-03-10T11:54:39.698Z]   EXT: http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fpromocode.co.il%2Fcoupon%2F10-off-intima%2F&title=%D7%A7%D7%95%D7%A4%D7%95%D7%9F%2010%25%20%D7%94%D7%A0%D7%97%D7%94%20%26%238211%3B%20INTIMA%20%D7%90%D7%99%D7%A0%D7%98%D7%99%D7%9E%D7%94&source=%D7%A4%D7%A8%D7%95%D7%9E%D7%95%20%D7%A7%D7%95%D7%93%20Promo%20Code
[2026-03-10T11:54:39.698Z]   EXT: http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fpromocode.co.il%2Fcoupon%2F10-off-milkcare%2F&title=%D7%A7%D7%95%D7%A4%D7%95%D7%9F%2010%25%20%D7%94%D7%A0%D7%97%D7%94%20%26%238211%3B%20MilkCare%20%D7%9E%D7%99%D7%9C%D7%A7%20%D7%A7%D7%99%D7%99%D7%A8&source=%D7%A4%D7%A8%D7%95%D7%9E%D7%95%20%D7%A7%D7%95%D7%93%20Promo%20Code
[2026-03-10T11:54:39.698Z]   EXT: http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fpromocode.co.il%2Fcoupon%2F10-off-over-120-iherb%2F&title=%D7%A7%D7%95%D7%A4%D7%95%D7%9F%2010%25%20%D7%94%D7%A0%D7%97%D7%94%20%D7%91%D7%A7%D7%A0%D7%99%D7%99%D7%94%20%D7%9E%D7%A2%D7%9C%20120%24%20%26%238211%3B%20iHerb%20%D7%90%D7%99%D7%99%D7%94%D7%A8%D7%91&source=%D7%A4%D7%A8%D7%95%D7%9E%D7%95%20%D7%A7%D7%95%D7%93%20Promo%20Code
[2026-03-10T11:54:39.698Z]   EXT: http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fpromocode.co.il%2Fcoupon%2F10-off-over-60-iherb%2F&title=%D7%A7%D7%95%D7%A4%D7%95%D7%9F%2010%25%20%D7%94%D7%A0%D7%97%D7%94%20%D7%91%D7%A7%D7%A0%D7%99%D7%99%D7%94%20%D7%9E%D7%A2%D7%9C%2060%24%20%26%238211%3B%20iHerb%20%D7%90%D7%99%D7%99%D7%94%D7%A8%D7%91&source=%D7%A4%D7%A8%D7%95%D7%9E%D7%95%20%D7%A7%D7%95%D7%93%20Promo%20Code
